destination,destination_type,from_location,state,region,trip_type,transport,season,num_days,budget,accommodation_cost,food_cost,entry_fee,travel_time,rating,total_cost,feasible
Amaravati,Heritage,Jaipur,Andhra Pradesh,South,Friends,Flight,Summer,5,16653,2800,800,100,5.0,4.2,18100,0
Diu Fort,Heritage,Bangalore,Daman & Diu,West,Family,Car,Summer,2,17144,5000,1375,50,5.0,4.4,12800,1
Palolem Beach,Beach,Kolkata,Goa,West,Couple,Bike,Autumn,3,31759,4250,1190,0,5.0,4.5,16320,1
Madurai,Spiritual,Ahmedabad,Tamil Nadu,South,Family,Train,Spring,10,33338,4000,1200,0,8.0,4.5,52000,0
Hornbill Festival Kisama,Heritage,Lucknow,Nagaland,Northeast,Friends,Bus,Summer,4,32568,3000,900,200,22.0,4.7,15800,1
Phek,Nature,Hyderabad,Nagaland,Northeast,Couple,Flight,Summer,2,3134,2210,680,0,23.0,4.2,5780,0
Lepakshi,Heritage,Lucknow,Andhra Pradesh,South,Friends,Train,Spring,3,13047,2400,700,50,4.0,4.3,9350,1
Dawki,Nature,Mumbai,Meghalaya,Northeast,Couple,Bike,Winter,2,13543,2380,765,0,17.0,4.5,6290,1
Kaluk,Hill Station,Ahmedabad,Sikkim,Northeast,Senior,Flight,Autumn,6,28392,1950,585,0,13.0,4.3,15210,1
Vikramshila,Heritage,Hyderabad,Bihar,East,Couple,Train,Spring,10,45361,1870,510,50,13.0,4.1,23850,1
Statue of Unity,Heritage,Hyderabad,Gujarat,West,Couple,Bike,Summer,5,14771,4250,1020,350,7.0,4.4,26700,0
Hyderabad,Heritage,Jaipur,Telangana,South,Solo,Train,Monsoon,4,22249,2000,600,100,5.0,4.3,10500,1
Cotigao Wildlife Sanctuary,Wildlife,Pune,Goa,West,Friends,Bus,Winter,4,44771,4000,1200,200,5.0,4.2,21000,1
Wokha,Nature,Delhi,Nagaland,Northeast,Family,Train,Winter,8,29532,3250,1000,0,22.0,4.1,34000,0
Mathura Vrindavan,Spiritual,Ahmedabad,Uttar Pradesh,North,Friends,Bike,Winter,9,26796,2400,800,0,4.0,4.3,28800,0
Havelock Island,Beach,Chennai,Andaman & Nicobar,South,Friends,Flight,Monsoon,2,15161,7000,1600,0,14.0,4.5,17200,0
Diu Fort,Heritage,Ahmedabad,Daman & Diu,West,Senior,Bus,Summer,8,20284,2600,715,50,5.0,4.4,26570,0
Patan,Heritage,Hyderabad,Gujarat,West,Couple,Flight,Autumn,7,42649,2210,595,50,6.0,4.4,19685,1
Chamba,Heritage,Jaipur,Himachal Pradesh,North,Couple,Flight,Spring,3,20105,2720,765,50,12.0,4.3,10505,1
Baratang Island,Nature,Pune,Andaman & Nicobar,South,Senior,Bike,Monsoon,10,62810,2600,780,0,14.0,4.4,33800,1
Serenity Beach,Beach,Pune,Puducherry,South,Solo,Bike,Spring,6,33616,2000,600,0,3.0,4.3,15600,1
Zuluk,Adventure,Chennai,Sikkim,Northeast,Family,Bike,Winter,2,6492,4000,1125,0,13.0,4.5,10250,0
Karaikal,Spiritual,Pune,Puducherry,South,Solo,Bus,Spring,2,8030,1600,450,0,4.0,4.1,4100,1
Panhala Fort,Heritage,Lucknow,Maharashtra,West,Couple,Car,Spring,10,21652,2550,765,50,6.0,4.2,33200,0
Morjim Beach,Beach,Jaipur,Goa,West,Couple,Car,Summer,5,33098,4250,1190,0,4.0,4.2,27200,1
Hauz Khas,Heritage,Kolkata,Delhi,North,Solo,Bike,Spring,4,26531,2500,700,0,5.0,4.3,12800,1
Srinagar,Hill Station,Bangalore,Jammu & Kashmir,North,Friends,Flight,Spring,6,16633,6000,1400,0,12.0,4.6,44400,0
Daringbadi,Hill Station,Lucknow,Odisha,East,Couple,Bike,Summer,2,12398,2380,680,0,9.0,4.4,6120,1
Kerala Backwaters,Nature,Jaipur,Kerala,South,Friends,Bike,Monsoon,8,97741,6000,1400,50,10.0,4.7,59250,1
Mahe Kerala Enclave,Heritage,Pune,Puducherry,South,Family,Bus,Autumn,6,69879,4500,1375,0,5.0,4.1,35250,1
Namdapha,Wildlife,Jaipur,Arunachal Pradesh,Northeast,Solo,Flight,Winter,2,7087,1600,450,200,24.0,4.5,4300,1
Guwahati,City,Jaipur,Assam,Northeast,Couple,Car,Winter,6,17562,3060,850,0,14.0,4.1,23460,0
Pilak,Heritage,Chennai,Tripura,Northeast,Friends,Car,Winter,4,26280,2400,700,50,24.0,4.2,12450,1
Sasaram,Heritage,Mumbai,Bihar,East,Solo,Flight,Autumn,7,4110,1100,300,50,10.0,4.0,9850,0
Along,Adventure,Pune,Arunachal Pradesh,Northeast,Solo,Bus,Autumn,9,15033,1400,400,0,22.0,4.1,16200,0
Nagarjunasagar Telangana,Nature,Pune,Telangana,South,Senior,Car,Monsoon,4,9605,2080,585,100,4.0,4.2,10760,0
Amini Island,Beach,Pune,Lakshadweep,South,Solo,Bike,Autumn,10,20265,3000,750,0,20.0,4.3,37500,0
Qutub Minar,Heritage,Mumbai,Delhi,North,Friends,Flight,Summer,7,79966,5000,1400,600,5.0,4.6,45400,1
Ujjayanta Palace,Heritage,Ahmedabad,Tripura,Northeast,Family,Car,Winter,10,27870,3500,1000,50,22.0,4.3,45050,0
Ziro Valley,Nature,Pune,Arunachal Pradesh,Northeast,Solo,Bus,Spring,10,40502,1500,450,0,22.0,4.5,19500,1
Yusmarg,Nature,Kolkata,Jammu & Kashmir,North,Solo,Car,Summer,3,3444,2000,550,0,13.0,4.4,7650,0
Jaipur,Heritage,Chennai,Rajasthan,North,Solo,Car,Winter,3,8052,1800,500,300,6.0,4.4,7200,1
Gwalior,Heritage,Jaipur,Madhya Pradesh,Central,Senior,Bus,Spring,9,28288,2080,585,250,8.0,4.3,24235,1
Mandvi,Beach,Jaipur,Gujarat,West,Senior,Train,Monsoon,10,29244,2600,650,0,8.0,3.9,32500,0
Palolem Beach,Beach,Hyderabad,Goa,West,Couple,Train,Autumn,5,29924,4250,1190,0,5.0,4.5,27200,1
Warangal,Heritage,Jaipur,Telangana,South,Friends,Bike,Winter,7,33017,2400,800,150,3.0,4.2,22550,1
Gandikota,Heritage,Jaipur,Andhra Pradesh,South,Family,Train,Spring,4,21580,3250,875,50,7.0,4.4,16550,1
Madhuban Dam,Nature,Delhi,Dadra & Nagar Haveli,West,Friends,Bike,Spring,8,19865,3000,900,0,4.0,4.0,31200,0
Moreh,Heritage,Bangalore,Manipur,Northeast,Family,Car,Autumn,5,15616,3000,875,0,22.0,3.9,19375,0
Guwahati,City,Chennai,Assam,Northeast,Senior,Car,Winter,4,16834,2340,650,0,14.0,4.1,11960,1
Jaipur,Heritage,Bangalore,Rajasthan,North,Solo,Train,Monsoon,3,6323,1800,500,300,6.0,4.4,7200,0
Trishna Wildlife Sanctuary,Wildlife,Mumbai,Tripura,Northeast,Solo,Bike,Summer,2,2942,1300,400,100,23.0,4.2,3500,0
Androth Island,Heritage,Hyderabad,Lakshadweep,South,Senior,Car,Winter,5,46539,3900,975,0,20.0,4.3,24375,1
Kaziranga,Wildlife,Kolkata,Assam,Northeast,Family,Bike,Summer,10,179580,7500,1750,500,15.0,4.6,93000,1
Tam Dil Lake,Nature,Delhi,Mizoram,Northeast,Friends,Train,Summer,9,60036,2600,800,50,25.0,4.2,30650,1
Bodh Gaya,Spiritual,Kolkata,Bihar,East,Family,Bus,Summer,3,4242,3000,1000,0,10.0,4.6,12000,0
Bodh Gaya,Spiritual,Ahmedabad,Bihar,East,Couple,Car,Winter,4,20577,2040,680,0,10.0,4.6,10880,1
Netarhat,Hill Station,Kolkata,Jharkhand,East,Friends,Bike,Winter,7,32307,2400,800,0,9.0,4.2,22400,1
Phek,Nature,Pune,Nagaland,Northeast,Couple,Bus,Autumn,9,18666,2210,680,0,23.0,4.2,26010,0
Amaravati,Heritage,Hyderabad,Andhra Pradesh,South,Senior,Train,Summer,2,8539,1820,520,100,5.0,4.2,4780,1
Hisar,Heritage,Ahmedabad,Haryana,North,Solo,Bike,Summer,4,9118,1300,400,50,3.0,3.9,6850,1
Ayodhya,Spiritual,Lucknow,Uttar Pradesh,North,Family,Bus,Autumn,3,20237,3250,1050,0,7.0,4.4,12900,1
Kolkata,City,Kolkata,West Bengal,East,Senior,Bus,Winter,4,26857,2600,715,50,5.0,4.2,13310,1
Pasighat,Adventure,Bangalore,Arunachal Pradesh,Northeast,Friends,Car,Summer,8,13602,3000,900,0,20.0,4.3,31200,0
Arambol,Beach,Hyderabad,Goa,West,Solo,Flight,Summer,8,22837,2000,600,0,5.0,4.3,20800,1
Adilabad,Nature,Chennai,Telangana,South,Friends,Flight,Autumn,5,29951,2800,800,100,4.0,4.1,18100,1
Kovalam,Beach,Mumbai,Kerala,South,Family,Car,Monsoon,7,24372,6250,1625,0,11.0,4.1,55125,0
Alibaug,Beach,Lucknow,Maharashtra,West,Friends,Bus,Winter,4,43308,5000,1400,50,3.0,4.1,25650,1
Shantiniketan,Heritage,Hyderabad,West Bengal,East,Senior,Car,Autumn,8,19668,2080,585,50,4.0,4.4,21370,0
Ujjain,Spiritual,Kolkata,Madhya Pradesh,Central,Friends,Flight,Winter,4,31245,2800,800,0,9.0,4.5,14400,1
Saputara,Hill Station,Jaipur,Gujarat,West,Solo,Bus,Monsoon,4,7179,1500,450,50,6.0,4.1,7850,0
Bhaderwah,Hill Station,Lucknow,Jammu & Kashmir,North,Friends,Bus,Winter,4,30283,3600,1000,0,12.0,4.4,18400,1
Diglipur,Adventure,Ahmedabad,Andaman & Nicobar,South,Senior,Bike,Monsoon,10,13841,2600,780,0,16.0,4.4,33800,0
Cooch Behar,Heritage,Kolkata,West Bengal,East,Couple,Bike,Monsoon,4,26955,2380,680,50,7.0,4.2,12290,1
Nalanda,Heritage,Hyderabad,Bihar,East,Couple,Bike,Winter,6,19907,1700,595,100,11.0,4.4,13870,1
Ramappa Temple,Heritage,Ahmedabad,Telangana,South,Senior,Bus,Monsoon,9,15663,1820,520,200,4.0,4.5,21260,0
Madhuban Dam,Nature,Mumbai,Dadra & Nagar Haveli,West,Friends,Bike,Spring,2,13986,3000,900,0,4.0,4.0,7800,1
Mandu,Heritage,Kolkata,Madhya Pradesh,Central,Couple,Bus,Summer,8,45507,2380,680,100,9.0,4.4,24580,1
Phawngpui Blue Mountain,Hill Station,Mumbai,Mizoram,Northeast,Couple,Train,Monsoon,6,23963,2380,680,100,26.0,4.5,18460,1
Leh Ladakh,Adventure,Pune,Ladakh,North,Solo,Flight,Autumn,3,26456,3500,700,200,20.0,4.8,12800,1
Nohkalikai Falls,Nature,Lucknow,Meghalaya,Northeast,Family,Car,Summer,6,25765,3750,1000,50,17.0,4.7,28550,0
Cooch Behar,Heritage,Ahmedabad,West Bengal,East,Couple,Bike,Winter,5,18675,2380,680,50,7.0,4.2,15350,1
Madurai,Spiritual,Pune,Tamil Nadu,South,Senior,Train,Summer,8,12923,2080,624,0,8.0,4.5,21632,0
Sasaram,Heritage,Chennai,Bihar,East,Family,Flight,Monsoon,9,19157,2750,750,50,10.0,4.0,31550,0
Mumbai,City,Bangalore,Maharashtra,West,Couple,Train,Summer,3,25673,5950,1530,0,5.0,4.3,22440,1
Namdapha,Wildlife,Mumbai,Arunachal Pradesh,Northeast,Couple,Bike,Spring,7,22359,2720,765,200,24.0,4.5,24595,0
Guwahati,City,Delhi,Assam,Northeast,Senior,Car,Spring,3,14408,2340,650,0,14.0,4.1,8970,1
Kadmat Island,Beach,Delhi,Lakshadweep,South,Senior,Train,Autumn,8,84792,4550,1040,0,20.0,4.4,44720,1
Palamu Fort,Heritage,Kolkata,Jharkhand,East,Senior,Train,Monsoon,7,7435,1690,520,50,6.0,4.1,15520,0
Vanganga Lake Garden,Nature,Kolkata,Dadra & Nagar Haveli,West,Family,Train,Monsoon,6,47381,4000,1125,50,4.0,4.1,30800,1
Namdapha,Wildlife,Hyderabad,Arunachal Pradesh,Northeast,Family,Bike,Spring,2,9467,4000,1125,200,24.0,4.5,10450,0
Tezpur,Heritage,Hyderabad,Assam,Northeast,Friends,Train,Winter,3,22496,3000,900,50,15.0,4.2,11750,1
Namchi,Spiritual,Ahmedabad,Sikkim,Northeast,Solo,Flight,Winter,6,23983,1700,500,50,12.0,4.3,13250,1
Bodh Gaya,Spiritual,Bangalore,Bihar,East,Senior,Bike,Spring,5,7783,1560,520,0,10.0,4.6,10400,0
Ziro Valley,Nature,Hyderabad,Arunachal Pradesh,Northeast,Family,Bike,Autumn,7,58286,3750,1125,0,22.0,4.5,34125,1
Tam Dil Lake,Nature,Hyderabad,Mizoram,Northeast,Family,Bike,Summer,3,8476,3250,1000,50,25.0,4.2,12800,0
Dibrugarh,Heritage,Mumbai,Assam,Northeast,Friends,Bus,Monsoon,10,60302,3000,900,0,17.0,4.0,39000,1
Mokokchung,Heritage,Lucknow,Nagaland,Northeast,Couple,Car,Monsoon,5,27091,2380,680,0,22.0,4.2,15300,1
Vagator,Beach,Jaipur,Goa,West,Couple,Bus,Spring,4,39292,4250,1190,0,4.0,4.3,21760,1
Thanjavur,Heritage,Mumbai,Tamil Nadu,South,Couple,Car,Autumn,10,22912,2550,765,250,8.0,4.4,33400,0
Kangla Fort,Heritage,Bangalore,Manipur,Northeast,Couple,Bus,Spring,8,16341,2380,680,50,20.0,4.3,24530,0
Ujjain,Spiritual,Ahmedabad,Madhya Pradesh,Central,Solo,Bus,Monsoon,6,8342,1400,400,0,9.0,4.5,10800,0
Senapati,Nature,Bangalore,Manipur,Northeast,Family,Train,Summer,6,36854,3000,875,0,21.0,4.0,23250,1
Haridwar,Spiritual,Mumbai,Uttarakhand,North,Family,Train,Monsoon,3,23283,3250,1050,0,6.0,4.4,12900,1
Warangal,Heritage,Chennai,Telangana,South,Senior,Car,Autumn,4,7968,1560,520,150,3.0,4.2,8470,0
Ahmedabad,Heritage,Lucknow,Gujarat,West,Friends,Flight,Monsoon,2,19812,3600,1100,100,7.0,4.3,9500,1
Shillong,Hill Station,Pune,Meghalaya,Northeast,Senior,Bus,Winter,9,15869,2340,650,0,16.0,4.4,26910,0
Goa,Beach,Chennai,Goa,South,Friends,Train,Monsoon,10,79629,5000,1600,0,5.0,4.2,66000,1
Shanti Stupa Leh,Spiritual,Lucknow,Ladakh,North,Family,Bike,Spring,2,4056,4500,1250,0,23.0,4.6,11500,0
Digha,Beach,Hyderabad,West Bengal,East,Senior,Train,Autumn,7,35333,2340,650,0,4.0,4.1,20930,1
Damanganga River,Nature,Bangalore,Daman & Diu,West,Solo,Bike,Winter,10,15943,1800,500,0,4.0,4.0,23000,0
Madurai,Spiritual,Bangalore,Tamil Nadu,South,Solo,Car,Autumn,2,8670,1600,480,0,8.0,4.5,4160,1
Sirpur,Heritage,Jaipur,Chhattisgarh,Central,Couple,Train,Spring,10,10156,2040,595,50,8.0,4.2,26400,0
Saputara,Hill Station,Pune,Gujarat,West,Solo,Train,Winter,10,31116,1500,450,50,6.0,4.1,19550,1
Kinnaur,Adventure,Hyderabad,Himachal Pradesh,North,Senior,Flight,Monsoon,5,30775,2340,650,0,16.0,4.5,14950,1
Dalhousie,Hill Station,Delhi,Himachal Pradesh,North,Solo,Bike,Spring,7,8468,1800,500,0,11.0,4.3,16100,0
Mechuka,Nature,Hyderabad,Arunachal Pradesh,Northeast,Friends,Bus,Summer,5,43731,3200,900,0,26.0,4.6,20500,1
Gurudongmar Lake,Nature,Mumbai,Sikkim,Northeast,Family,Train,Monsoon,5,68741,5000,1375,0,16.0,4.8,31875,1
Shillong,Hill Station,Mumbai,Meghalaya,Northeast,Friends,Car,Autumn,9,53939,3600,1000,0,16.0,4.4,41400,1
Sanchi,Heritage,Lucknow,Madhya Pradesh,Central,Solo,Car,Summer,6,21179,1400,400,250,8.0,4.4,11050,1
Auli,Adventure,Bangalore,Uttarakhand,North,Solo,Flight,Spring,6,26029,3000,700,200,10.0,4.6,22400,1
Patna,City,Pune,Bihar,East,Friends,Bus,Autumn,4,26807,3200,900,100,10.0,4.0,16500,1
Alchi Monastery,Spiritual,Ahmedabad,Ladakh,North,Friends,Car,Winter,10,33223,3000,900,100,23.0,4.4,39100,0
Dudhni Lake,Nature,Delhi,Dadra & Nagar Haveli,West,Senior,Bike,Winter,3,5302,2340,650,0,4.0,4.3,8970,0
Agra,Heritage,Delhi,Uttar Pradesh,North,Senior,Train,Autumn,10,13204,2600,650,600,4.0,4.5,33100,0
Ariyankuppam Mangroves,Nature,Jaipur,Puducherry,South,Family,Flight,Autumn,5,46410,4500,1375,50,3.0,4.2,29425,1
Mumbai,City,Mumbai,Maharashtra,West,Senior,Bus,Winter,10,89226,4550,1170,0,5.0,4.3,57200,1
Gokarna,Beach,Hyderabad,Karnataka,South,Senior,Car,Monsoon,10,28458,1950,585,0,7.0,4.1,25350,1
Serenity Beach,Beach,Kolkata,Puducherry,South,Family,Bus,Autumn,10,50790,5000,1500,0,3.0,4.3,65000,0
Murlen National Park,Wildlife,Bangalore,Mizoram,Northeast,Senior,Flight,Winter,3,9943,1820,520,200,26.0,4.3,7220,1
Bikaner,Desert,Lucknow,Rajasthan,North,Senior,Bus,Summer,6,8498,2340,650,200,8.0,4.3,18140,0
Trishna Wildlife Sanctuary,Wildlife,Lucknow,Tripura,Northeast,Solo,Bus,Summer,6,20125,1300,400,100,23.0,4.2,10300,1
Tirupati,Spiritual,Kolkata,Andhra Pradesh,South,Family,Flight,Summer,6,35140,3750,1000,300,6.0,4.5,28800,1
Kullu,Adventure,Bangalore,Himachal Pradesh,North,Senior,Car,Summer,2,5802,2600,715,0,12.0,4.3,6630,0
Double Decker Root Bridge,Nature,Chennai,Meghalaya,Northeast,Friends,Car,Monsoon,5,33684,2800,800,0,17.0,4.8,18000,1
Sector 17 Chandigarh,City,Kolkata,Chandigarh,North,Solo,Train,Summer,3,9441,2200,650,0,5.0,4.1,8550,1
Mawlynnong,Nature,Hyderabad,Meghalaya,Northeast,Solo,Bus,Monsoon,5,10838,1400,400,0,17.0,4.5,9000,1
Mahabubnagar,Nature,Ahmedabad,Telangana,South,Solo,Bus,Spring,10,6877,1300,400,50,3.0,4.0,17050,0
Silvassa,Nature,Pune,Dadra & Nagar Haveli,West,Couple,Flight,Autumn,2,14205,3060,850,0,4.0,4.0,7820,1
Digha,Beach,Bangalore,West Bengal,East,Couple,Flight,Summer,6,11589,3060,850,0,4.0,4.1,23460,0
Nagarjunasagar Telangana,Nature,Kolkata,Telangana,South,Friends,Flight,Winter,2,16619,3200,900,100,4.0,4.2,8300,1
Moreh,Heritage,Lucknow,Manipur,Northeast,Senior,Car,Autumn,4,5777,1560,455,0,22.0,3.9,8060,0
Dalhousie,Hill Station,Lucknow,Himachal Pradesh,North,Solo,Bike,Summer,10,11653,1800,500,0,11.0,4.4,23000,0
Senapati,Nature,Mumbai,Manipur,Northeast,Family,Bike,Autumn,10,32816,3000,875,0,21.0,4.0,38750,0
Chitrakoot,Spiritual,Kolkata,Uttar Pradesh,North,Family,Flight,Autumn,3,16222,3250,1000,0,8.0,4.3,12750,1
Spiti Valley,Adventure,Delhi,Himachal Pradesh,North,Family,Train,Monsoon,10,108121,4500,1250,100,18.0,4.7,57600,1
Somnath,Spiritual,Ahmedabad,Gujarat,West,Couple,Bus,Autumn,7,19053,2550,680,0,6.0,4.6,22610,0
Manas National Park,Wildlife,Delhi,Assam,Northeast,Friends,Car,Winter,5,55355,5000,1200,400,17.0,4.5,31400,1
Dibrugarh,Heritage,Jaipur,Assam,Northeast,Family,Train,Summer,3,30200,3750,1125,0,17.0,4.0,14625,1
Hirwa Van Garden,Nature,Delhi,Dadra & Nagar Haveli,West,Family,Car,Winter,3,11629,3750,1125,30,4.0,4.0,14655,0
Bishnupur Bengal,Heritage,Jaipur,West Bengal,East,Couple,Flight,Winter,2,12655,2380,680,200,4.0,4.4,6320,1
Ghoghla Beach,Beach,Lucknow,Daman & Diu,West,Senior,Car,Summer,9,26381,2600,715,0,5.0,4.2,29835,0
Delhi,Heritage,Delhi,Delhi,North,Solo,Train,Winter,10,20668,2500,700,300,5.0,4.2,32300,0
Mudumalai,Wildlife,Chennai,Tamil Nadu,South,Solo,Car,Summer,6,39428,2500,650,300,7.0,4.4,19200,1
Jagdalpur,Heritage,Delhi,Chhattisgarh,Central,Friends,Flight,Winter,8,42925,2000,700,80,13.0,4.1,21680,1
Calangute Beach,Beach,Kolkata,Goa,West,Friends,Bike,Summer,8,29368,7000,1800,0,4.0,4.4,70400,0
Orchha,Heritage,Lucknow,Madhya Pradesh,Central,Senior,Train,Spring,5,22494,1950,624,250,9.0,4.4,13120,1
Nagoa Beach Diu,Beach,Lucknow,Daman & Diu,West,Senior,Car,Spring,6,14180,3250,845,0,5.0,4.4,24570,0
Hauz Khas,Heritage,Ahmedabad,Delhi,North,Family,Bike,Spring,6,63145,6250,1750,0,5.0,4.3,48000,1
Sohna,Nature,Lucknow,Haryana,North,Senior,Car,Spring,8,7740,1820,520,50,2.0,4.0,18770,0
Qila Mubarak Bathinda,Heritage,Jaipur,Punjab,North,Solo,Bus,Winter,7,18643,1400,450,50,5.0,4.0,13000,1
Delhi,Heritage,Chennai,Delhi,North,Family,Car,Spring,10,156969,6250,1750,300,5.0,4.2,80300,1
Pulicat Lake,Nature,Mumbai,Andhra Pradesh,South,Couple,Car,Spring,7,34089,2040,595,0,5.0,4.0,18445,1
Moirang,Heritage,Kolkata,Manipur,Northeast,Friends,Car,Autumn,7,20607,2600,800,50,21.0,4.1,23850,0
Pulicat Lake,Nature,Delhi,Andhra Pradesh,South,Solo,Flight,Spring,3,5840,1200,350,0,5.0,4.0,4650,1
Fort Kochi,Heritage,Pune,Kerala,South,Solo,Car,Monsoon,2,11863,2500,700,50,5.0,4.5,6450,1
Srinagar,Hill Station,Mumbai,Jammu & Kashmir,North,Couple,Train,Monsoon,9,87884,5100,1190,0,12.0,4.6,56610,1
Giridih,Spiritual,Bangalore,Jharkhand,East,Couple,Car,Winter,4,12173,2040,595,50,5.0,4.0,10590,1
Akshardham Temple Delhi,Spiritual,Lucknow,Delhi,North,Family,Bus,Monsoon,6,32351,5000,1500,0,5.0,4.6,39000,0
Tso Moriri,Nature,Ahmedabad,Ladakh,North,Friends,Flight,Winter,8,64777,4000,1100,0,24.0,4.7,40800,1
Mandvi,Beach,Hyderabad,Gujarat,West,Solo,Bus,Summer,7,15084,2000,500,0,8.0,4.2,17500,0
Rishikesh,Adventure,Hyderabad,Uttarakhand,North,Friends,Bike,Summer,5,16489,3000,1000,0,7.0,4.5,20000,0
Araku Valley,Nature,Jaipur,Andhra Pradesh,South,Solo,Car,Monsoon,6,20308,1600,450,50,9.0,4.4,12350,1
Phawngpui Blue Mountain,Hill Station,Mumbai,Mizoram,Northeast,Senior,Bike,Summer,8,16433,1820,520,100,26.0,4.6,18820,0
Zuluk,Adventure,Chennai,Sikkim,Northeast,Family,Car,Monsoon,3,21373,4000,1125,0,13.0,4.5,15375,1
Dachigam National Park,Wildlife,Hyderabad,Jammu & Kashmir,North,Family,Car,Spring,10,60711,6250,1625,200,12.0,4.4,78950,0
Pawapuri,Spiritual,Ahmedabad,Bihar,East,Family,Bike,Summer,5,29491,2750,750,0,11.0,4.3,17500,1
Mon Nagaland,Heritage,Bangalore,Nagaland,Northeast,Family,Flight,Monsoon,4,20292,3500,1000,0,24.0,4.4,18000,1
Ropar,Heritage,Lucknow,Punjab,North,Family,Bus,Monsoon,4,32297,3250,1000,50,4.0,4.0,17050,1
Sivasagar,Heritage,Ahmedabad,Assam,Northeast,Solo,Bike,Spring,8,31763,1400,400,50,16.0,4.3,14450,1
Coorg,Nature,Pune,Karnataka,South,Senior,Flight,Winter,6,13246,3640,845,50,5.0,4.5,26960,0
Bekal,Heritage,Mumbai,Kerala,South,Friends,Bike,Winter,10,22660,4000,1100,50,8.0,4.3,51050,0
Gir National Park,Wildlife,Chennai,Gujarat,West,Friends,Car,Summer,10,97185,5000,1200,600,7.0,4.6,62600,1
Pinjore Gardens Chandigarh,Heritage,Chennai,Chandigarh,North,Family,Car,Monsoon,4,20381,4500,1375,30,5.0,4.3,23530,0
St Paul's Church Diu,Heritage,Kolkata,Daman & Diu,West,Family,Train,Winter,4,23913,5000,1375,0,5.0,4.3,25500,0
Goa,Beach,Pune,Goa,South,Friends,Flight,Summer,3,10645,5000,1600,0,5.0,4.5,19800,0
Nagoa Beach Diu,Beach,Bangalore,Daman & Diu,West,Solo,Bike,Summer,2,3497,2500,650,0,5.0,4.4,6300,0
Agumbe,Nature,Pune,Karnataka,South,Family,Flight,Monsoon,4,36342,3500,1000,0,6.0,4.4,18000,1
Khanvel,Nature,Hyderabad,Dadra & Nagar Haveli,West,Solo,Flight,Winter,2,3761,1600,450,0,4.0,4.2,4100,0
Kodaikanal,Hill Station,Bangalore,Tamil Nadu,South,Family,Bus,Spring,10,39953,5000,1375,50,7.0,4.3,63800,0
Mawsynram,Nature,Delhi,Meghalaya,Northeast,Family,Bus,Summer,4,35160,3500,1000,0,17.0,4.4,18000,1
Netarhat,Hill Station,Pune,Jharkhand,East,Couple,Car,Monsoon,6,15244,2040,680,0,9.0,4.2,16320,0
Neermahal,Heritage,Kolkata,Tripura,Northeast,Family,Bus,Autumn,4,21668,3250,1000,100,23.0,4.5,17100,1
Jaisalmer,Desert,Hyderabad,Rajasthan,North,Friends,Flight,Monsoon,7,38338,4000,1100,250,9.0,4.6,35950,1
Varkala,Beach,Mumbai,Kerala,South,Couple,Flight,Winter,6,22890,3400,1020,0,7.0,4.4,26520,0
Amaravati,Heritage,Pune,Andhra Pradesh,South,Family,Bike,Autumn,3,29911,3500,1000,100,5.0,4.2,13600,1
Gangtok,Hill Station,Hyderabad,Sikkim,Northeast,Solo,Bike,Spring,6,5654,2000,580,100,16.0,4.5,15580,0
Wayanad,Wildlife,Chennai,Kerala,South,Senior,Bus,Spring,6,24787,2860,780,100,8.0,4.5,21940,1
Dandeli,Adventure,Chennai,Karnataka,South,Senior,Car,Spring,3,7502,2600,715,200,8.0,4.4,10145,0
Agartala,Heritage,Bangalore,Tripura,Northeast,Couple,Flight,Autumn,6,20628,2380,714,100,20.0,4.0,18664,1
Agra,Heritage,Delhi,Uttar Pradesh,North,Friends,Train,Spring,5,12265,4000,1000,600,4.0,4.5,25600,0
Cuttack,Heritage,Ahmedabad,Odisha,East,Friends,Train,Summer,10,63796,3200,900,50,8.0,4.1,41050,1
Cellular Jail,Heritage,Ahmedabad,Andaman & Nicobar,South,Couple,Bus,Spring,6,19284,4250,1190,30,14.0,4.5,32670,0
INS Khukri Memorial,Heritage,Lucknow,Daman & Diu,West,Solo,Train,Spring,5,24538,2000,550,0,5.0,4.2,12750,1
Ayodhya,Spiritual,Kolkata,Uttar Pradesh,North,Senior,Car,Summer,10,42517,1690,546,0,7.0,4.4,22360,1
Yercaud,Hill Station,Ahmedabad,Tamil Nadu,South,Family,Car,Winter,10,71507,4000,1200,50,7.0,4.1,52050,1
Pawapuri,Spiritual,Kolkata,Bihar,East,Senior,Train,Winter,7,11016,1430,390,0,11.0,4.3,12740,0
Patnitop,Hill Station,Kolkata,Jammu & Kashmir,North,Friends,Car,Summer,8,84069,4000,1100,0,11.0,4.4,40800,1
Sepahijala Wildlife Sanctuary,Wildlife,Hyderabad,Tripura,Northeast,Family,Car,Spring,10,53524,3250,1000,100,22.0,4.2,42600,1
Palitana,Spiritual,Jaipur,Gujarat,West,Family,Train,Winter,5,39268,3250,875,0,6.0,4.5,20625,1
Alchi Monastery,Spiritual,Hyderabad,Ladakh,North,Friends,Bus,Summer,9,71341,3000,900,100,23.0,4.4,35200,1
Daringbadi,Hill Station,Pune,Odisha,East,Senior,Bike,Summer,10,15934,1820,520,0,9.0,4.4,23400,0
Ramappa Temple,Heritage,Pune,Telangana,South,Solo,Train,Monsoon,3,4586,1400,400,200,4.0,4.5,5600,0
